name,description,type,rating,imageUrl,latitude,longitude,destinationName
OYO Royal Residency Near Hare Krishna Hill,"Set 5.1 km from Yeswanthpur Railway Station, OYO Royal Residency Near Hare Krishna Hill offers 3-star accommodation in Bangalore and features a restaurant.",HOTEL,4.3,oyo_royal_residency_near_hare_krishna_hill.jpg,0,0,Bangalore
URBAN INN,"Featuring 2-star accommodation, URBAN INN is situated in Bangalore, 4 km from Indian Institute of Science, Bangalore and 6.8 km from Bangalore City Railway Station.",HOTEL,6.0,urban_inn.jpg,0,0,Bangalore
Treebo Trend Akshaya Lalbagh Inn Ashoka Pillar,"Treebo Trend Akshaya Lalbagh Inn Ashoka Pillar is situated in the Jayanagar district in Bangalore, 1.7 km from Bull Temple.",HOTEL,6.4,treebo_trend_akshaya_lalbagh_inn_ashoka_pillar.jpg,0,0,Bangalore
Octave Kanthi Comforts,"Featuring 3-star accommodation, Octave Kanthi Comforts is located in Bangalore, 1.9 km from Cubbon Park and 1.4 km from Bangalore City Railway Station.",HOTEL,7.4,octave_kanthi_comforts.jpg,0,0,Bangalore
Raj Residency,"Raj Residency features air-conditioned rooms with satellite flat-screen TV in the Malleshwaram district of Bangalore. With free WiFi, this 3-star hotel offers room service and a 24-hour front desk.",HOTEL,7.6,raj_residency.jpg,0,0,Bangalore
Apartment Home Stay,"Apartment Home Stay is located in the Brookefield district of Bangalore, 15 km from Commercial Street, 16 km from Brigade Road and 17 km from Chinnaswamy Stadium.",HOTEL,9.0,apartment_home_stay.jpg,0,0,Bangalore
hotel fortune sky,"Set in Bangalore, within 8 km of Forum Mall, Koramangala and 12 km of Brigade Road, hotel fortune sky offers accommodation with a terrace and free WiFi as well as free private parking for guests who...",HOTEL,9.2,hotel_fortune_sky.jpg,0,0,Bangalore
Seasons Suites,Travel Sustainable property,HOTEL,6.6,seasons_suites.jpg,0,0,Bangalore
Nachis BNB,Travel Sustainable property,HOTEL,6.5,nachis_bnb.jpg,0,0,Bangalore
Hirans Nest,Hirans Nest features air-conditioned rooms with flat-screen TV in the HBR Layout district of Bangalore.,HOTEL,6.6,hirans_nest.jpg,0,0,Bangalore
Visthara Hotel,Travel Sustainable property,HOTEL,8.7,visthara_hotel.jpg,0,0,Bangalore
SS CROWN inn,Travel Sustainable property,HOTEL,7.8,ss_crown_inn.jpg,0,0,Bangalore
Hotel Bangalore Airport Inn,"Situated in Bangalore, 32 km from Indian Institute of Science, Bangalore, Hotel Bangalore Airport Inn features accommodation with a shared lounge, free private parking, a terrace and a restaurant.",HOTEL,7.1,hotel_bangalore_airport_inn.jpg,0,0,Bangalore
Treebo Tryst Raj Vista Global Village,"Featuring 3-star accommodation, Treebo Tryst Raj Vista Global Village is situated in Bangalore, 10 km from ISKCON Hare Krishna Temple and 12 km from Bull Temple.",HOTEL,9.1,treebo_tryst_raj_vista_global_village.jpg,0,0,Bangalore
"Daffodil Suites, Manyata Tech Park","Located 8.5 km from Commercial Street, Daffodil Suites, Manyata Tech Park offers 3-star accommodation in Bangalore and features a restaurant.",HOTEL,5.4,"daffodil_suites,_manyata_tech_park.jpg",0,0,Bangalore
Tulip Inn Koramangala,Travel Sustainable property,HOTEL,7.7,tulip_inn_koramangala.jpg,0,0,Bangalore
Kensington Suites,"Featuring 4-star accommodation, Kensington Suites is situated in Bangalore, 5.4 km from The Heritage Centre & Aerospace Museum and 14 km from Brigade Road.",HOTEL,9.0,kensington_suites.jpg,0,0,Bangalore
Gateway Inn,Travel Sustainable property,HOTEL,7.3,gateway_inn.jpg,0,0,Bangalore
Capital O Atithi Residency Near 7D Voyage,Travel Sustainable property,HOTEL,5.8,capital_o_atithi_residency_near_7d_voyage.jpg,0,0,Bangalore
Treebo Trend Zion,"Featuring 3-star accommodation, Treebo Trend Zion is located in Bangalore, 3.2 km from Forum Mall, Koramangala and 3.3 km from Bull Temple.",HOTEL,6.9,treebo_trend_zion.jpg,0,0,Bangalore
Hotel Saarang Forever,"Featuring 3-star accommodation, Hotel Saarang Forever is located in Bangalore, 600 metres from Yeswanthpur Railway Station and 2 km from Indian Institute of Science, Bangalore.",HOTEL,8.1,hotel_saarang_forever.jpg,0,0,Bangalore
"Spacious 1 room in a 2 bhk with Wifi, Kitchen & Washing Machine","Within 10 km of Commercial Street and 11 km of Brigade Road, Spacious 1 room in a 2 bhk with Wifi, Kitchen & Washing Machine offers free WiFi and a terrace.",HOTEL,,"spacious_1_room_in_a_2_bhk_with_wifi,_kitchen_&_washing_machine.jpg",0,0,Bangalore
Le Foliage by TGI,"Featuring 3-star accommodation, Le Foliage by TGI is set in Bangalore, 4.5 km from Bull Temple and 6.1 km from Forum Mall, Koramangala. This 3-star hotel offers a concierge service and a tour desk.",HOTEL,6.9,le_foliage_by_tgi.jpg,0,0,Bangalore
Lords Eco Inn Bengaluru Jayanagar,"Featuring 3-star accommodation, Lords Eco Inn Bengaluru Jayanagar is set in Bangalore, 2.6 km from Bull Temple and 4.8 km from Kanteerava Indoor Stadium.",HOTEL,6.9,lords_eco_inn_bengaluru_jayanagar.jpg,0,0,Bangalore
Olive Kalyan Nagar - By Embassy Group,"Featuring 4-star accommodation, Olive Kalyan Nagar - By Embassy Group is situated in Bangalore, 7.4 km from Commercial Street and 8.3 km from Chinnaswamy Stadium.",HOTEL,6.4,olive_kalyan_nagar_-_by_embassy_group.jpg,0,0,Bangalore
Upar Hotels Indiranagar,"Featuring 3-star accommodation, Upar Hotels Indiranagar is set in Bangalore, 4.7 km from The Heritage Centre & Aerospace Museum and 6 km from Commercial Street.",HOTEL,7.4,upar_hotels_indiranagar.jpg,0,0,Bangalore
MyWorkStay Manyata MWM,"Located in Bangalore, within 12 km of Commercial Street and 12 km of Chinnaswamy Stadium, MyWorkStay Manyata MWM provides accommodation with a terrace and free WiFi.",HOTEL,8.8,myworkstay_manyata_mwm.jpg,0,0,Bangalore
ABM Express Inn,"Featuring 3-star accommodation, ABM Express Inn is set in Bangalore, less than 1 km from Bangalore City Railway Station and 3.3 km from Indira Gandhi Musical Fountain Park.",HOTEL,7.4,abm_express_inn.jpg,0,0,Bangalore
Treebo Trend Silver Key- Marathahalli,"Featuring 3-star accommodation, Treebo Trend Silver Key- Marathahalli is located in Bangalore, 3 km from The Heritage Centre & Aerospace Museum and 12 km from Brigade Road.",HOTEL,7.3,treebo_trend_silver_key-_marathahalli.jpg,0,0,Bangalore
Collection O Hotel Tiara Near Christ university,Travel Sustainable property,HOTEL,7.0,collection_o_hotel_tiara_near_christ_university.jpg,0,0,Bangalore
Icon Suites by Bhagini,Travel Sustainable property,HOTEL,6.1,icon_suites_by_bhagini.jpg,0,0,Bangalore
Regal Business Suites,"Situated in Bangalore, 4.7 km from Commercial Street, Regal Business Suites features accommodation with a garden, free private parking and a restaurant.",HOTEL,5.0,regal_business_suites.jpg,0,0,Bangalore
Jagadish Hotels Sankey Road,"Located 1.1 km from Bangalore Palace, Jagadish Hotels Sankey Road offers 5-star accommodation in Bangalore and features a bar.",HOTEL,5.6,jagadish_hotels_sankey_road.jpg,0,0,Bangalore
High Q Suites,Travel Sustainable property,HOTEL,7.8,high_q_suites.jpg,0,0,Bangalore
Octave Plaza Hotel,"Octave Plaza Hotel features air-conditioned rooms with flat-screen TV in the Basavanagudi district of Bangalore. With free WiFi, this 3-star hotel offers room service and a 24-hour front desk.",HOTEL,7.6,octave_plaza_hotel.jpg,0,0,Bangalore
Itsy By Treebo - Classio Richmond,"Featuring 3-star accommodation, Itsy By Treebo - Classio Richmond is set in Bangalore, 500 metres from Brigade Road and 2 km from Chinnaswamy Stadium.",HOTEL,7.0,itsy_by_treebo_-_classio_richmond.jpg,0,0,Bangalore
Ganga Sagar Hotel,"Featuring 3-star accommodation, Ganga Sagar Hotel is situated in Bangalore, 1.8 km from Forum Mall, Koramangala and 4.1 km from Brigade Road.",HOTEL,10.0,ganga_sagar_hotel.jpg,0,0,Bangalore
Icon Regency by Bhagini,Travel Sustainable property,HOTEL,7.0,icon_regency_by_bhagini.jpg,0,0,Bangalore
Thyme the Transit,Thyme the Transit is located in Bangalore City. It is 5 km from Cubbon Park. Free Wi-Fi access is available. The property offers free parking.,HOTEL,8.2,thyme_the_transit.jpg,0,0,Bangalore
Olive Indiranagar - By Embassy Group,Travel Sustainable property,HOTEL,6.7,olive_indiranagar_-_by_embassy_group.jpg,0,0,Bangalore
Vrishi Suites,"Set in Bangalore, 3.3 km from Forum Mall, Koramangala, Vrishi Suites offers accommodation with free WiFi and free private parking.",HOTEL,7.6,vrishi_suites.jpg,0,0,Bangalore
THE EKAH COMFORTS,"Set in Bangalore, 2.7 km from Bull Temple, THE EKAH COMFORTS offers accommodation with free WiFi and free private parking.",HOTEL,7.9,the_ekah_comforts.jpg,0,0,Bangalore
Treebo Trend Verdisso,"Featuring 3-star accommodation, Treebo Trend Verdisso is set in Bangalore, 2.9 km from The Heritage Centre & Aerospace Museum and 12 km from Brigade Road.",HOTEL,7.0,treebo_trend_verdisso.jpg,0,0,Bangalore
Shoba Inn-Kammanahalli,"This Bangalore property is just 4 km from the famous Lumbini Garden – a waterfront entertainment, boating and amusement park. It provides complimentary Wi-Fi access and private parking.",HOTEL,5.8,shoba_inn-kammanahalli.jpg,0,0,Bangalore
Istay Hotels Rajajinagar,Travel Sustainable property,HOTEL,6.3,istay_hotels_rajajinagar.jpg,0,0,Bangalore
SAHARA Inn,"Situated in Bangalore, within 2.7 km of Forum Mall, Koramangala and 3.7 km of Bull Temple, SAHARA Inn features accommodation with a restaurant and free WiFi as well as free private parking for guests...",HOTEL,7.0,sahara_inn.jpg,0,0,Bangalore
Hotel Embassy,"Located in Bangalore, within 2.7 km of Indira Gandhi Musical Fountain Park and 2.7 km of Cubbon Park, Hotel Embassy provides accommodation with a shared lounge and free WiFi throughout the property as...",HOTEL,6.9,hotel_embassy.jpg,0,0,Bangalore
Vihaari 24 Business Hotel,"Vihaari 24 Business Hotel has a shared lounge, terrace, a restaurant and bar in Bangalore. With free WiFi, this 3-star hotel offers room service and a 24-hour front desk.",HOTEL,7.1,vihaari_24_business_hotel.jpg,0,0,Bangalore
HOTEL ABHIMAANI VASATHI,"Situated in Bangalore, 2.1 km from Bangalore City Railway Station, HOTEL ABHIMAANI VASATHI features accommodation with a fitness centre, free private parking, a restaurant and a bar.",HOTEL,6.5,hotel_abhimaani_vasathi.jpg,0,0,Bangalore
Clyford Suites,"Clyford Suites is located in the Indiranagar district of Bangalore, 3.5 km from The Heritage Centre & Aerospace Museum and 5 km from Forum Mall, Koramangala.",HOTEL,6.7,clyford_suites.jpg,0,0,Bangalore
Empark,Travel Sustainable property,HOTEL,6.7,empark.jpg,0,0,Bangalore
GTS SUITES,"Set within 7 km of Commercial Street and 9 km of Chinnaswamy Stadium in Bangalore, GTS Suites offers accommodation with a seating area, a flat-screen TV and a kitchen. Free WiFi is offered.",HOTEL,7.7,gts_suites.jpg,0,0,Bangalore
Flagship Hotel Royal Comfort Near Cubbon Park,Flagship Hotel Royal Comfort Near Cubbon Park features air-conditioned rooms with TV in the Gandhi nagar district of Bangalore. This 3-star hotel offers room service and a 24-hour front desk.,HOTEL,8.5,flagship_hotel_royal_comfort_near_cubbon_park.jpg,0,0,Bangalore
Kensington Suites,"Featuring 4-star accommodation, Kensington Suites is situated in Bangalore, 5.4 km from The Heritage Centre & Aerospace Museum and 14 km from Brigade Road.",HOTEL,9.0,kensington_suites.jpg,0,0,Bangalore
Ramada Encore Domlur Bangalore,Travel Sustainable property,HOTEL,8.1,ramada_encore_domlur_bangalore.jpg,0,0,Bangalore
Treebo Trend White Inn Koramangala,"Featuring 3-star accommodation, Treebo Trend White Inn Koramangala is located in Bangalore, 5.7 km from Brigade Road and 7.3 km from Chinnaswamy Stadium.",HOTEL,7.0,treebo_trend_white_inn_koramangala.jpg,0,0,Bangalore
"Svenska Design Hotel, Electronic City, Bangalore",Travel Sustainable property,HOTEL,5.7,"svenska_design_hotel,_electronic_city,_bangalore.jpg",0,0,Bangalore
Hotel Sigma Suites,"Featuring 2-star accommodation, Hotel Sigma Suites is set in Bangalore, 2.3 km from Indira Gandhi Musical Fountain Park and 2.3 km from Cubbon Park.",HOTEL,8.0,hotel_sigma_suites.jpg,0,0,Bangalore
Royalwood Deluxe,"Located in Bangalore, within 4.5 km of The Heritage Centre & Aerospace Museum and 6.1 km of Brigade Road, Royalwood Deluxe provides accommodation with a shared lounge and as well as free private...",HOTEL,7.4,royalwood_deluxe.jpg,0,0,Bangalore
Hilton Garden Inn Bengaluru Embassy Manyata Business Park,Travel Sustainable property,HOTEL,8.0,hilton_garden_inn_bengaluru_embassy_manyata_business_park.jpg,0,0,Bangalore
Four Points by Sheraton Bengaluru Whitefield,Travel Sustainable property,HOTEL,7.8,four_points_by_sheraton_bengaluru_whitefield.jpg,0,0,Bangalore
OYO Flagship 70323 Peenya Gymkhana Comforts,Travel Sustainable property,HOTEL,4.7,oyo_flagship_70323_peenya_gymkhana_comforts.jpg,0,0,Bangalore
Lazdana Hotel Bangalore,Travel Sustainable property,HOTEL,7.6,lazdana_hotel_bangalore.jpg,0,0,Bangalore
Tranquil Serviced Apartments - HSR Layout,"Located in Bangalore in the Karnataka region, Tranquil Serviced Apartments - HSR Layout features a balcony. It is situated 5.4 km from Forum Mall, Koramangala and features free WiFi plus room service....",HOTEL,8.5,tranquil_serviced_apartments_-_hsr_layout.jpg,0,0,Bangalore
Royal Guest Inn HSR Layout,"Set in Bangalore, within 5.3 km of Forum Mall, Koramangala and 10 km of Brigade Road, Royal Guest Inn HSR Layout offers accommodation with a terrace and free WiFi throughout the property.",HOTEL,5.0,royal_guest_inn_hsr_layout.jpg,0,0,Bangalore
Courtyard by Marriott Bengaluru Hebbal,Travel Sustainable property,HOTEL,8.4,courtyard_by_marriott_bengaluru_hebbal.jpg,0,0,Bangalore
Four Seasons Hotel Bengaluru at Embassy ONE,Travel Sustainable property,HOTEL,9.3,four_seasons_hotel_bengaluru_at_embassy_one.jpg,0,0,Bangalore
Hotel Ballal Residency,"Hotel Ballal Residency is a hotel located centrally in Bangalore. The property is located 500 metres from Brigade Road, 1.2 km from Commercial Street and a 15-minute walk from Chinnaswamy Stadium.",HOTEL,7.1,hotel_ballal_residency.jpg,0,0,Bangalore
The Bosque House,Travel Sustainable property,HOTEL,,the_bosque_house.jpg,0,0,Bangalore
Ashraya International Hotel,"Featuring a shared lounge and bar, Ashraya International Hotel is situated in Bangalore, 300 metres from Indira Gandhi Musical Fountain Park and 2 km from Mallya hospital.",HOTEL,5.9,ashraya_international_hotel.jpg,0,0,Bangalore
Flagship Sai International Near Nagasandra Metro Station,Travel Sustainable property,HOTEL,3.7,flagship_sai_international_near_nagasandra_metro_station.jpg,0,0,Bangalore
Thyme the Transit,Thyme the Transit is located in Bangalore City. It is 5 km from Cubbon Park. Free Wi-Fi access is available. The property offers free parking.,HOTEL,8.2,thyme_the_transit.jpg,0,0,Bangalore
Manpho Bell Hotel & Convention Center,Travel Sustainable property,HOTEL,5.7,manpho_bell_hotel_&_convention_center.jpg,0,0,Bangalore
"Keys Select by Lemon Tree Hotels, Hosur Road, Bengaluru",Travel Sustainable property,HOTEL,7.0,"keys_select_by_lemon_tree_hotels,_hosur_road,_bengaluru.jpg",0,0,Bangalore
Vanusa Residency,"Featuring 3-star accommodation, Vanusa Residency is set in Bangalore, 2.1 km from Indira Gandhi Musical Fountain Park and 1.8 km from Cubbon Park.",HOTEL,7.7,vanusa_residency.jpg,0,0,Bangalore
HOTEL ABHIMAANI VASATHI,"Situated in Bangalore, 2.1 km from Bangalore City Railway Station, HOTEL ABHIMAANI VASATHI features accommodation with a fitness centre, free private parking, a restaurant and a bar.",HOTEL,6.5,hotel_abhimaani_vasathi.jpg,0,0,Bangalore
Hotel Sri Sai Ram Suites,"Situated in Bangalore, 7.1 km from Bangalore City Railway Station, Hotel Sri Sai Ram Suites features air-conditioned accommodation and a terrace.",HOTEL,6.9,hotel_sri_sai_ram_suites.jpg,0,0,Bangalore
OYO Townhouse 238 Tierra Woods Near Halasuru Metro Station,Travel Sustainable property,HOTEL,6.0,oyo_townhouse_238_tierra_woods_near_halasuru_metro_station.jpg,0,0,Bangalore
Collection O Premium Eden Au Lac Near Sri Someshwara Swami Temple,Travel Sustainable property,HOTEL,5.0,collection_o_premium_eden_au_lac_near_sri_someshwara_swami_temple.jpg,0,0,Bangalore
Aloft Bengaluru Whitefield,Travel Sustainable property,HOTEL,7.6,aloft_bengaluru_whitefield.jpg,0,0,Bangalore
SPOT ON M B R Guest House Near Ascendas Park Square Mall,"Featuring 3-star accommodation, SPOT ON M B R Guest House Near Ascendas Park Square Mall is set in Bangalore, 13 km from The Heritage Centre & Aerospace Museum and 19 km from Commercial Street.",HOTEL,1.0,spot_on_m_b_r_guest_house_near_ascendas_park_square_mall.jpg,0,0,Bangalore
StayVista at Firefly Homestay,Travel Sustainable property,HOTEL,9.4,stayvista_at_firefly_homestay.jpg,0,0,Bangalore
MyWorkStay BTM,"Set 2.5 km from Forum Mall, Koramangala, MyWorkStay BTM offers 3-star accommodation in Bangalore and has a fitness centre, a garden and a terrace. This 3-star hotel offers a 24-hour front desk.",HOTEL,5.9,myworkstay_btm.jpg,0,0,Bangalore
Vivanta Bengaluru Residency Road,Travel Sustainable property,HOTEL,8.0,vivanta_bengaluru_residency_road.jpg,0,0,Bangalore
Luxtay Suites,Travel Sustainable property,HOTEL,7.5,luxtay_suites.jpg,0,0,Bangalore
Hotel Richmond Residency,"Located 500 metres from Brigade Road, Hotel Richmond Residency offers 3-star accommodation in Bangalore and features a restaurant. This 3-star hotel offers room service and a 24-hour front desk.",HOTEL,7.5,hotel_richmond_residency.jpg,0,0,Bangalore
SAHARA Inn,"Situated in Bangalore, within 2.7 km of Forum Mall, Koramangala and 3.7 km of Bull Temple, SAHARA Inn features accommodation with a restaurant and free WiFi as well as free private parking for guests...",HOTEL,7.0,sahara_inn.jpg,0,0,Bangalore
IVA By SKR A Petrichor Hotel,"Located in Bangalore, 13 km from Forum Mall, Koramangala, IVA By SKR A Petrichor Hotel provides accommodation with a garden, free private parking, a restaurant and a bar.",HOTEL,6.9,iva_by_skr_a_petrichor_hotel.jpg,0,0,Bangalore
Icon Regency by Bhagini,Travel Sustainable property,HOTEL,7.0,icon_regency_by_bhagini.jpg,0,0,Bangalore
Capital O Prime Residency Near Sri Amruth Chithra Mandira,Capital O Prime Residency Near Sri Amruth Chithra Mandira features air-conditioned rooms with TV in the HBR Layout district of Bangalore. This 3-star hotel offers a shared lounge and room service.,HOTEL,4.9,capital_o_prime_residency_near_sri_amruth_chithra_mandira.jpg,0,0,Bangalore
Redstone Villa and Suites,"Set in the HSR Layout of Bangalore, Redstone Villa and Suites features rooms with free WiFi. This property also provides guests with a restaurant. Forum Mall, Koramangala is 3.8 km from the property.",HOTEL,6.3,redstone_villa_and_suites.jpg,0,0,Bangalore
Treebo Trend Purple Orchid Boutique,"Featuring 3-star accommodation, Treebo Trend Purple Orchid Boutique is located in Bangalore, 5.1 km from Brigade Road and 6.3 km from Chinnaswamy Stadium.",HOTEL,7.7,treebo_trend_purple_orchid_boutique.jpg,0,0,Bangalore
GTS SUITES,"Set within 7 km of Commercial Street and 9 km of Chinnaswamy Stadium in Bangalore, GTS Suites offers accommodation with a seating area, a flat-screen TV and a kitchen. Free WiFi is offered.",HOTEL,7.7,gts_suites.jpg,0,0,Bangalore
HOTEL VIJAYA LAKSHMI RESIDENCY - YESHWANTHPUR,Travel Sustainable property,HOTEL,6.9,hotel_vijaya_lakshmi_residency_-_yeshwanthpur.jpg,0,0,Bangalore
Super OYO Townhouse 071 Brookfield Near Brigade Tech Garden,Travel Sustainable property,HOTEL,7.1,super_oyo_townhouse_071_brookfield_near_brigade_tech_garden.jpg,0,0,Bangalore
FabHotel Sri Krishna Suites Bellandur,Travel Sustainable property,HOTEL,6.2,fabhotel_sri_krishna_suites_bellandur.jpg,0,0,Bangalore
"Orange Corner, Near Kempegowda Bangalore international airport","Boasting a terrace, Orange Corner offers rooms in Bangalore, The nearest airport is Kempegowda International Airport, 10.5 km from the property.",HOTEL,6.1,"orange_corner,_near_kempegowda_bangalore_international_airport.jpg",0,0,Bangalore
SAS Apartment,"Set in Bangalore, 5.4 km from Commercial Street, SAS Apartment offers accommodation with a shared lounge, free private parking and a terrace.",HOTEL,7.7,sas_apartment.jpg,0,0,Bangalore
Hotel Aurainn,"Offering air-conditioned rooms in the Rajaji Nagar district of Bangalore, Hotel Aurainn is 2.6 km from Bangalore City Railway Station. This 2-star hotel offers room service and a 24-hour front desk.",HOTEL,6.6,hotel_aurainn.jpg,0,0,Bangalore
Royal Guest Inn HSR Layout,"Set in Bangalore, within 5.3 km of Forum Mall, Koramangala and 10 km of Brigade Road, Royal Guest Inn HSR Layout offers accommodation with a terrace and free WiFi throughout the property.",HOTEL,5.0,royal_guest_inn_hsr_layout.jpg,0,0,Bangalore
StayVista at Firefly Homestay,Travel Sustainable property,HOTEL,9.4,stayvista_at_firefly_homestay.jpg,0,0,Bangalore
Super OYO Townhouse 385 Navya International Ramamurthy Nagar Near Phoenix Marketcity,Travel Sustainable property,HOTEL,5.6,super_oyo_townhouse_385_navya_international_ramamurthy_nagar_near_phoenix_marketcity.jpg,0,0,Bangalore
The Green Path Eco Hotel,"Featuring 3-star accommodation, The Green Path Eco Hotel is situated in Bangalore, 1.7 km from Indian Institute of Science, Bangalore and 4 km from Yeswanthpur Railway Station.",HOTEL,6.6,the_green_path_eco_hotel.jpg,0,0,Bangalore
Hoodo I Mia - Stunning One Bedroom Apartment,"Set 13 km from Commercial Street and 13 km from Chinnaswamy Stadium in Bangalore, Hoodo I Mia - Stunning One Bedroom Apartment offers accommodation with a kitchen.",HOTEL,,hoodo_i_mia_-_stunning_one_bedroom_apartment.jpg,0,0,Bangalore
Vintage inn by Pepe Hospitality,"Set in Bangalore, 9.3 km from Forum Mall, Koramangala, Vintage inn by Pepe Hospitality offers accommodation with a restaurant, free private parking and a bar.",HOTEL,8.4,vintage_inn_by_pepe_hospitality.jpg,0,0,Bangalore
Shoba Inn-Kammanahalli,"This Bangalore property is just 4 km from the famous Lumbini Garden – a waterfront entertainment, boating and amusement park. It provides complimentary Wi-Fi access and private parking.",HOTEL,5.8,shoba_inn-kammanahalli.jpg,0,0,Bangalore
Capital Residency,"Featuring free WiFi, FabHotel Capital Residency offers accommodation in Bangalore. Free private parking is available on site. All rooms are equipped with a flat-screen TV with satellite channels.",HOTEL,7.0,capital_residency.jpg,0,0,Bangalore
Nachis BNB,Travel Sustainable property,HOTEL,6.5,nachis_bnb.jpg,0,0,Bangalore
Fernandes Complex,"Situated within 6.9 km of Commercial Street and 7.3 km of Chinnaswamy Stadium, Fernandes Complex in Bangalore features a garden and rooms with free WiFi.",HOTEL,8.9,fernandes_complex.jpg,0,0,Bangalore
Coraltree By Goldfinch Hotels Bangalore,Travel Sustainable property,HOTEL,5.8,coraltree_by_goldfinch_hotels_bangalore.jpg,0,0,Bangalore
NPG Hotel Bangalore,"Located in Bangalore, 21 km from Indian Institute of Science, Bangalore, NPG Hotel Bangalore provides accommodation with an outdoor swimming pool, free private parking, a terrace and a restaurant.",HOTEL,7.0,npg_hotel_bangalore.jpg,0,0,Bangalore
Santa Maria Near Indiranagar Metro Station,"Featuring 3-star accommodation, Santa Maria Near Indiranagar Metro Station is located in Bangalore, 3.7 km from The Heritage Centre & Aerospace Museum and 7 km from Brigade Road.",HOTEL,4.2,santa_maria_near_indiranagar_metro_station.jpg,0,0,Bangalore
"Holiday Inn Express Bengaluru Yeshwantpur, an IHG Hotel",Travel Sustainable property,HOTEL,6.6,"holiday_inn_express_bengaluru_yeshwantpur,_an_ihg_hotel.jpg",0,0,Bangalore
HOTEL GREEN TREES,Travel Sustainable property,HOTEL,8.8,hotel_green_trees.jpg,0,0,Bangalore
Navanidhi Comforts,Travel Sustainable property,HOTEL,7.0,navanidhi_comforts.jpg,0,0,Bangalore
Eyrie Hospitality,"Set in Bangalore, within 5 km of The Heritage Centre & Aerospace Museum and 14 km of Brigade Road, Eyrie Hospitality offers accommodation with a terrace and free WiFi as well as free private parking...",HOTEL,7.0,eyrie_hospitality.jpg,0,0,Bangalore
Octave Vels Grand Hotel,Travel Sustainable property,HOTEL,8.1,octave_vels_grand_hotel.jpg,0,0,Bangalore
Ginger Bangalore- Inner Ring Road,Travel Sustainable property,HOTEL,4.9,ginger_bangalore-_inner_ring_road.jpg,0,0,Bangalore
PPH Living MS Comfort,"Featuring a bar, PPH Living MS Comfort is located in Bangalore in the Karnataka region, 3.7 km from Yeswanthpur Railway Station and 4.8 km from Indian Institute of Science, Bangalore.",HOTEL,9.0,pph_living_ms_comfort.jpg,0,0,Bangalore
FabHotel GR Lake View,Travel Sustainable property,HOTEL,8.4,fabhotel_gr_lake_view.jpg,0,0,Bangalore
"1BHK - E City, Blr-Bh08","1BHK - E City, Blr-Bh08 is set in the Electronic City district of Bangalore, 16 km from Brigade Road, 18 km from Chinnaswamy Stadium and 18 km from Bull Temple.",HOTEL,,"1bhk_-_e_city,_blr-bh08.jpg",0,0,Bangalore
Icon Regency by Bhagini,Travel Sustainable property,HOTEL,7.0,icon_regency_by_bhagini.jpg,0,0,Bangalore
ibis Bengaluru Outer Ring Road,Travel Sustainable property,HOTEL,7.6,ibis_bengaluru_outer_ring_road.jpg,0,0,Bangalore
The Hood Hostel,"Set in Bangalore, within 1.1 km of Forum Mall, Koramangala and 5.2 km of Brigade Road, The Hood Hostel offers accommodation with a shared lounge and free WiFi as well as free private parking for...",HOTEL,8.4,the_hood_hostel.jpg,0,0,Bangalore
Super OYO Capital O Chetana Clove,"Set 5.1 km from Yeswanthpur Railway Station, Super OYO Capital O Chetana Clove offers rooms with air conditioning in Bangalore.",HOTEL,6.0,super_oyo_capital_o_chetana_clove.jpg,0,0,Bangalore
Brookside Service Apartment,Travel Sustainable property,HOTEL,10.0,brookside_service_apartment.jpg,0,0,Bangalore
Bulande Comforts-Service Apartment ITPL Whitefield,"Located in Bangalore, within 10 km of The Heritage Centre & Aerospace Museum and 16 km of Commercial Street, Bulande Comforts-Service Apartment ITPL Whitefield provides accommodation with a garden and...",HOTEL,8.0,bulande_comforts-service_apartment_itpl_whitefield.jpg,0,0,Bangalore
Treebo Trend SK Suites,"Featuring 3-star accommodation, Treebo Trend SK Suites is set in Bangalore, 2.4 km from Wonderla and 24 km from Bull Temple.",HOTEL,8.3,treebo_trend_sk_suites.jpg,0,0,Bangalore
Nash Inn,"Featuring 3-star accommodation, Nash Inn is located in Bangalore, 13 km from Forum Mall, Koramangala and 17 km from Brigade Road.",HOTEL,4.8,nash_inn.jpg,0,0,Bangalore
Krishnam,"Set in Bangalore, 8.7 km from The Heritage Centre & Aerospace Museum, Krishnam offers accommodation with a terrace, free private parking and a restaurant.",HOTEL,9.4,krishnam.jpg,0,0,Bangalore
Al Noor Palace Business Class Hotel,Travel Sustainable property,HOTEL,8.2,al_noor_palace_business_class_hotel.jpg,0,0,Bangalore
Redstone Villa and Suites,"Set in the HSR Layout of Bangalore, Redstone Villa and Suites features rooms with free WiFi. This property also provides guests with a restaurant. Forum Mall, Koramangala is 3.8 km from the property.",HOTEL,6.3,redstone_villa_and_suites.jpg,0,0,Bangalore
Hotel Airport City,Travel Sustainable property,HOTEL,7.5,hotel_airport_city.jpg,0,0,Bangalore
Empark,Travel Sustainable property,HOTEL,6.7,empark.jpg,0,0,Bangalore
Super OYO Townhouse 385 Navya International Ramamurthy Nagar Near Phoenix Marketcity,Travel Sustainable property,HOTEL,5.6,super_oyo_townhouse_385_navya_international_ramamurthy_nagar_near_phoenix_marketcity.jpg,0,0,Bangalore
FabHotel Banyan Tree,Travel Sustainable property,HOTEL,8.2,fabhotel_banyan_tree.jpg,0,0,Bangalore
